incident_id,date,year,month,day,country,region,city,attack_type,target_type,perpetrator_group,killed,wounded,total_casualties,attack_success,property_damage,notes
PAK-00559,2008-06-18,2008,6,18,Pakistan,Khyber Pakhtunkhwa,Bannu,Armed Assault,Hospital,Unknown,16,1,17,Yes,Unknown,"Armed Assault targeting hospital in Bannu, Khyber Pakhtunkhwa."
PAK-00564,2008-07-20,2008,7,20,Pakistan,Azad Kashmir,Muzaffarabad,Suicide Bombing,Market/Bazaar,BRAS,47,125,172,Yes,None,"Suicide Bombing targeting market/bazaar in Muzaffarabad, Azad Kashmir."
PAK-00578,2008-08-04,2008,8,4,Pakistan,Balochistan,Loralai,Ethnic Violence,Hospital,BRAS,30,21,51,Yes,None,"Ethnic Violence targeting hospital in Loralai, Balochistan."
PAK-00555,2008-08-08,2008,8,8,Pakistan,FATA/Tribal Areas,Khyber,Militant Attack,Market/Bazaar,Al-Qaeda,19,49,68,Yes,Unknown,"Militant Attack targeting market/bazaar in Khyber, FATA/Tribal Areas."
PAK-00576,2008-08-19,2008,8,19,Pakistan,Sindh,Nawabshah,Mortar Attack,Journalists,TTP,8,3,11,Yes,None,"Mortar Attack targeting journalists in Nawabshah, Sindh."
PAK-00553,2008-10-07,2008,10,7,Pakistan,Sindh,Hyderabad,Assassination,Infrastructure,Al-Qaeda,4,1,5,Yes,None,"Assassination targeting infrastructure in Hyderabad, Sindh."
PAK-00551,2008-10-16,2008,10,16,Pakistan,Khyber Pakhtunkhwa,Mingora,Suicide Bombing,Hospital,TTP,45,138,183,Yes,Unknown,"Suicide Bombing targeting hospital in Mingora, Khyber Pakhtunkhwa."
PAK-00548,2008-10-18,2008,10,18,Pakistan,FATA/Tribal Areas,North Waziristan,Ambush,Hospital,Al-Qaeda,19,25,44,No,None,"Ambush targeting hospital in North Waziristan, FATA/Tribal Areas."
PAK-00560,2008-10-25,2008,10,25,Pakistan,FATA/Tribal Areas,North Waziristan,Ambush,Paramilitary,Lashkar-e-Jhangvi,1,6,7,No,Unknown,"Ambush targeting paramilitary in North Waziristan, FATA/Tribal Areas."
PAK-00567,2008-11-05,2008,11,5,Pakistan,Gilgit-Baltistan,Skardu,Political Violence,Market/Bazaar,Lashkar-e-Jhangvi,7,9,16,Yes,Unknown,"Political Violence targeting market/bazaar in Skardu, Gilgit-Baltistan."
PAK-00571,2008-11-09,2008,11,9,Pakistan,FATA/Tribal Areas,Orakzai,Sectarian Violence,Civilians,Lashkar-e-Jhangvi,13,1,14,Yes,Unknown,"Sectarian Violence targeting civilians in Orakzai, FATA/Tribal Areas."
PAK-00561,2008-11-12,2008,11,12,Pakistan,Khyber Pakhtunkhwa,Kohat,Kidnapping,Police,BRAS,0,5,5,Yes,Major,"Kidnapping targeting police in Kohat, Khyber Pakhtunkhwa."
PAK-00577,2008-11-18,2008,11,18,Pakistan,FATA/Tribal Areas,Khyber,Ethnic Violence,Police,Punjabi Taliban,34,97,131,No,Minor,"Ethnic Violence targeting police in Khyber, FATA/Tribal Areas."
PAK-00570,2008-11-22,2008,11,22,Pakistan,Khyber Pakhtunkhwa,Bannu,Political Violence,Judges/Lawyers,BRAS,8,23,31,No,Moderate,"Political Violence targeting judges/lawyers in Bannu, Khyber Pakhtunkhwa."
PAK-00566,2008-12-02,2008,12,2,Pakistan,Sindh,Karachi,Ambush,Market/Bazaar,Lashkar-e-Jhangvi,11,25,36,Yes,Major,"Ambush targeting market/bazaar in Karachi, Sindh."
PAK-00574,2008-12-09,2008,12,9,Pakistan,Khyber Pakhtunkhwa,Mingora,Bombing,School,Punjabi Taliban,8,23,31,No,Minor,"Bombing targeting school in Mingora, Khyber Pakhtunkhwa."
PAK-00572,2008-12-18,2008,12,18,Pakistan,FATA/Tribal Areas,Khyber,Militant Attack,Market/Bazaar,TTP,24,10,34,Yes,Minor,"Militant Attack targeting market/bazaar in Khyber, FATA/Tribal Areas."
PAK-00546,2008-12-19,2008,12,19,Pakistan,Balochistan,Quetta,Rocket Attack,Market/Bazaar,BLA,5,0,5,Yes,Unknown,"Rocket Attack targeting market/bazaar in Quetta, Balochistan."
PAK-00568,2008-12-27,2008,12,27,Pakistan,FATA/Tribal Areas,North Waziristan,Assassination,Mosque/Shrine,Lashkar-e-Jhangvi,3,11,14,No,Minor,"Assassination targeting mosque/shrine in North Waziristan, FATA/Tribal Areas."
PAK-00584,2009-01-07,2009,1,7,Pakistan,FATA/Tribal Areas,South Waziristan,Assassination,Mosque/Shrine,TTP,5,8,13,Yes,Major,"Assassination targeting mosque/shrine in South Waziristan, FATA/Tribal Areas."
PAK-00606,2009-01-08,2009,1,8,Pakistan,Punjab,Rawalpindi,Ambush,Religious Minority,Lashkar-e-Jhangvi,9,7,16,No,Unknown,"Ambush targeting religious minority in Rawalpindi, Punjab."
PAK-00588,2009-01-19,2009,1,19,Pakistan,FATA/Tribal Areas,North Waziristan,Rocket Attack,Political Party,Unknown,9,23,32,Yes,Moderate,"Rocket Attack targeting political party in North Waziristan, FATA/Tribal Areas."
PAK-00604,2009-01-24,2009,1,24,Pakistan,Khyber Pakhtunkhwa,Peshawar,Rocket Attack,Police,Al-Qaeda,5,14,19,Yes,Moderate,"Rocket Attack targeting police in Peshawar, Khyber Pakhtunkhwa."
PAK-00586,2009-01-26,2009,1,26,Pakistan,Khyber Pakhtunkhwa,Dir,Bombing,Market/Bazaar,BRAS,20,26,46,Yes,None,"Bombing targeting market/bazaar in Dir, Khyber Pakhtunkhwa."
PAK-00608,2009-01-26,2009,1,26,Pakistan,FATA/Tribal Areas,North Waziristan,IED,Hospital,Haqqani Network,18,28,46,Yes,Major,"IED targeting hospital in North Waziristan, FATA/Tribal Areas."
PAK-00597,2009-01-29,2009,1,29,Pakistan,Islamabad Capital Territory,Islamabad,Drone Strike,Infrastructure,Unknown,26,52,78,Yes,Moderate,"Drone Strike targeting infrastructure in Islamabad, Islamabad Capital Territory."
PAK-00621,2009-02-01,2009,2,1,Pakistan,Punjab,Sialkot,IED,Military/Security Forces,Punjabi Taliban,5,9,14,Yes,Unknown,"IED targeting military/security forces in Sialkot, Punjab."
PAK-00598,2009-02-03,2009,2,3,Pakistan,Balochistan,Dera Bugti,Bombing,Mosque/Shrine,Haqqani Network,26,45,71,No,Moderate,"Bombing targeting mosque/shrine in Dera Bugti, Balochistan."
PAK-00610,2009-02-10,2009,2,10,Pakistan,Punjab,Sialkot,Rocket Attack,Infrastructure,BLA,10,34,44,No,Major,"Rocket Attack targeting infrastructure in Sialkot, Punjab."
PAK-00587,2009-02-14,2009,2,14,Pakistan,Sindh,Karachi,Assassination,Police,BRAS,3,14,17,Yes,Major,"Assassination targeting police in Karachi, Sindh."
PAK-00590,2009-02-25,2009,2,25,Pakistan,Balochistan,Mastung,Political Violence,Mosque/Shrine,BLA,10,3,13,Yes,Unknown,"Political Violence targeting mosque/shrine in Mastung, Balochistan."
PAK-00599,2009-03-01,2009,3,1,Pakistan,Khyber Pakhtunkhwa,Bannu,Ethnic Violence,Political Party,Punjabi Taliban,12,38,50,No,Moderate,"Ethnic Violence targeting political party in Bannu, Khyber Pakhtunkhwa."
PAK-00625,2009-03-12,2009,3,12,Pakistan,Khyber Pakhtunkhwa,Peshawar,Assassination,Paramilitary,Punjabi Taliban,2,1,3,Yes,Major,"Assassination targeting paramilitary in Peshawar, Khyber Pakhtunkhwa."
PAK-00619,2009-03-17,2009,3,17,Pakistan,Balochistan,Loralai,Suicide Bombing,Government Officials,BLA,22,0,22,Yes,Major,"Suicide Bombing targeting government officials in Loralai, Balochistan."
PAK-00609,2009-04-02,2009,4,2,Pakistan,Khyber Pakhtunkhwa,Mardan,Ethnic Violence,Police,Al-Qaeda,28,50,78,Yes,Unknown,"Ethnic Violence targeting police in Mardan, Khyber Pakhtunkhwa."
PAK-00594,2009-04-14,2009,4,14,Pakistan,Punjab,Lahore,Mortar Attack,Foreign Nationals,BLA,0,5,5,Yes,Moderate,"Mortar Attack targeting foreign nationals in Lahore, Punjab."
PAK-00601,2009-04-14,2009,4,14,Pakistan,FATA/Tribal Areas,Khyber,Rocket Attack,Political Party,Al-Qaeda,5,1,6,No,Major,"Rocket Attack targeting political party in Khyber, FATA/Tribal Areas."
PAK-00593,2009-04-17,2009,4,17,Pakistan,FATA/Tribal Areas,South Waziristan,Armed Assault,Military/Security Forces,Unknown,21,15,36,Yes,Major,"Armed Assault targeting military/security forces in South Waziristan, FATA/Tribal Areas."
PAK-00628,2009-05-24,2009,5,24,Pakistan,Islamabad Capital Territory,Islamabad,Armed Assault,Paramilitary,Al-Qaeda,5,16,21,Yes,None,"Armed Assault targeting paramilitary in Islamabad, Islamabad Capital Territory."
PAK-00605,2009-05-27,2009,5,27,Pakistan,Khyber Pakhtunkhwa,Dir,Rocket Attack,Mosque/Shrine,Haqqani Network,3,3,6,Yes,Moderate,"Rocket Attack targeting mosque/shrine in Dir, Khyber Pakhtunkhwa."
PAK-00589,2009-05-30,2009,5,30,Pakistan,Balochistan,Mastung,Ethnic Violence,Government Officials,Punjabi Taliban,36,8,44,Yes,None,"Ethnic Violence targeting government officials in Mastung, Balochistan."
PAK-00620,2009-06-12,2009,6,12,Pakistan,Azad Kashmir,Rawalakot,Ethnic Violence,Ethnic Group,BLA,14,43,57,Yes,Moderate,"Ethnic Violence targeting ethnic group in Rawalakot, Azad Kashmir."
PAK-00595,2009-06-24,2009,6,24,Pakistan,Khyber Pakhtunkhwa,Kohat,Rocket Attack,Infrastructure,TTP,1,5,6,Yes,Unknown,"Rocket Attack targeting infrastructure in Kohat, Khyber Pakhtunkhwa."
PAK-00616,2009-06-25,2009,6,25,Pakistan,Sindh,Karachi,Mortar Attack,Mosque/Shrine,Punjabi Taliban,6,18,24,Yes,Minor,"Mortar Attack targeting mosque/shrine in Karachi, Sindh."
PAK-00600,2009-07-10,2009,7,10,Pakistan,Balochistan,Quetta,Ambush,Judges/Lawyers,Al-Qaeda,16,15,31,Yes,Moderate,"Ambush targeting judges/lawyers in Quetta, Balochistan."
PAK-00626,2009-07-16,2009,7,16,Pakistan,Punjab,Jhang,Kidnapping,Ethnic Group,Punjabi Taliban,2,7,9,Yes,Minor,"Kidnapping targeting ethnic group in Jhang, Punjab."
PAK-00622,2009-08-10,2009,8,10,Pakistan,Khyber Pakhtunkhwa,Peshawar,Grenade Attack,Civilians,BRAS,0,1,1,Yes,Major,"Grenade Attack targeting civilians in Peshawar, Khyber Pakhtunkhwa."
PAK-00603,2009-08-24,2009,8,24,Pakistan,FATA/Tribal Areas,Orakzai,Armed Assault,Religious Minority,BLA,24,4,28,Yes,Unknown,"Armed Assault targeting religious minority in Orakzai, FATA/Tribal Areas."
PAK-00617,2009-08-26,2009,8,26,Pakistan,FATA/Tribal Areas,Kurram,IED,Paramilitary,Al-Qaeda,19,38,57,Yes,None,"IED targeting paramilitary in Kurram, FATA/Tribal Areas."
PAK-00611,2009-08-29,2009,8,29,Pakistan,FATA/Tribal Areas,South Waziristan,Drone Strike,Civilians,Unknown,10,29,39,Yes,Minor,"Drone Strike targeting civilians in South Waziristan, FATA/Tribal Areas."
PAK-00596,2009-08-31,2009,8,31,Pakistan,Khyber Pakhtunkhwa,Swat,Sectarian Violence,Infrastructure,Haqqani Network,45,122,167,Yes,Minor,"Sectarian Violence targeting infrastructure in Swat, Khyber Pakhtunkhwa."
PAK-00585,2009-09-01,2009,9,1,Pakistan,Azad Kashmir,Muzaffarabad,Military Operation,Market/Bazaar,BLA,40,84,124,Yes,Major,"Military Operation targeting market/bazaar in Muzaffarabad, Azad Kashmir."
PAK-00613,2009-09-03,2009,9,3,Pakistan,Punjab,Sargodha,Bombing,Government Officials,Unknown,4,11,15,Yes,Minor,"Bombing targeting government officials in Sargodha, Punjab."
PAK-00602,2009-09-26,2009,9,26,Pakistan,Gilgit-Baltistan,Gilgit,Military Operation,Religious Minority,BLA,24,61,85,Yes,Moderate,"Military Operation targeting religious minority in Gilgit, Gilgit-Baltistan."
PAK-00615,2009-10-08,2009,10,8,Pakistan,Azad Kashmir,Bagh,Ethnic Violence,Judges/Lawyers,BLA,40,31,71,Yes,Major,"Ethnic Violence targeting judges/lawyers in Bagh, Azad Kashmir."
PAK-00614,2009-10-12,2009,10,12,Pakistan,Balochistan,Mastung,Assassination,Civilians,Punjabi Taliban,1,5,6,Yes,Moderate,"Assassination targeting civilians in Mastung, Balochistan."
PAK-00631,2009-10-16,2009,10,16,Pakistan,Sindh,Sukkur,Rocket Attack,Political Party,TTP,9,19,28,Yes,Major,"Rocket Attack targeting political party in Sukkur, Sindh."
PAK-00630,2009-10-21,2009,10,21,Pakistan,Balochistan,Dera Bugti,Bombing,Paramilitary,Unknown,17,30,47,Yes,Major,"Bombing targeting paramilitary in Dera Bugti, Balochistan."
PAK-00591,2009-10-22,2009,10,22,Pakistan,Khyber Pakhtunkhwa,Nowshera,Rocket Attack,Judges/Lawyers,Haqqani Network,4,16,20,No,Moderate,"Rocket Attack targeting judges/lawyers in Nowshera, Khyber Pakhtunkhwa."
PAK-00627,2009-10-23,2009,10,23,Pakistan,Punjab,Lahore,Military Operation,Market/Bazaar,BRAS,29,69,98,Yes,None,"Military Operation targeting market/bazaar in Lahore, Punjab."
PAK-00629,2009-10-24,2009,10,24,Pakistan,Gilgit-Baltistan,Gilgit,Militant Attack,Paramilitary,Al-Qaeda,36,102,138,Yes,None,"Militant Attack targeting paramilitary in Gilgit, Gilgit-Baltistan."
PAK-00592,2009-11-09,2009,11,9,Pakistan,FATA/Tribal Areas,Khyber,Military Operation,Paramilitary,Unknown,54,46,100,Yes,Moderate,"Military Operation targeting paramilitary in Khyber, FATA/Tribal Areas."
PAK-00623,2009-12-06,2009,12,6,Pakistan,Balochistan,Pishin,Ethnic Violence,Journalists,Punjabi Taliban,35,27,62,Yes,Minor,"Ethnic Violence targeting journalists in Pishin, Balochistan."
PAK-00612,2009-12-07,2009,12,7,Pakistan,FATA/Tribal Areas,Orakzai,Ambush,Foreign Nationals,Punjabi Taliban,6,22,28,Yes,Moderate,"Ambush targeting foreign nationals in Orakzai, FATA/Tribal Areas."
PAK-00624,2009-12-10,2009,12,10,Pakistan,FATA/Tribal Areas,Khyber,Ethnic Violence,Foreign Nationals,Punjabi Taliban,10,18,28,Yes,None,"Ethnic Violence targeting foreign nationals in Khyber, FATA/Tribal Areas."
PAK-00618,2009-12-17,2009,12,17,Pakistan,Punjab,Faisalabad,Rocket Attack,Journalists,Al-Qaeda,9,6,15,Yes,Major,"Rocket Attack targeting journalists in Faisalabad, Punjab."
PAK-00607,2009-12-27,2009,12,27,Pakistan,Gilgit-Baltistan,Gilgit,Sectarian Violence,Foreign Nationals,Haqqani Network,19,9,28,Yes,Unknown,"Sectarian Violence targeting foreign nationals in Gilgit, Gilgit-Baltistan."
PAK-00678,2010-01-09,2010,1,9,Pakistan,FATA/Tribal Areas,North Waziristan,Grenade Attack,Hospital,BLA,10,5,15,Yes,Moderate,"Grenade Attack targeting hospital in North Waziristan, FATA/Tribal Areas."
PAK-00696,2010-01-21,2010,1,21,Pakistan,Islamabad Capital Territory,Islamabad,Assassination,Ethnic Group,Haqqani Network,1,7,8,Yes,Unknown,"Assassination targeting ethnic group in Islamabad, Islamabad Capital Territory."
PAK-00655,2010-01-22,2010,1,22,Pakistan,Islamabad Capital Territory,Islamabad,Bombing,Police,Haqqani Network,2,5,7,Yes,Minor,"Bombing targeting police in Islamabad, Islamabad Capital Territory."
PAK-00654,2010-02-02,2010,2,2,Pakistan,FATA/Tribal Areas,South Waziristan,Sectarian Violence,Military/Security Forces,BLA,33,49,82,Yes,Moderate,"Sectarian Violence targeting military/security forces in South Waziristan, FATA/Tribal Areas."
PAK-00661,2010-02-11,2010,2,11,Pakistan,Khyber Pakhtunkhwa,Swat,Armed Assault,Journalists,Lashkar-e-Jhangvi,1,7,8,Yes,Minor,"Armed Assault targeting journalists in Swat, Khyber Pakhtunkhwa."
PAK-00632,2010-02-12,2010,2,12,Pakistan,FATA/Tribal Areas,Khyber,Suicide Bombing,Hospital,TTP,41,124,165,Yes,None,"Suicide Bombing targeting hospital in Khyber, FATA/Tribal Areas."
PAK-00686,2010-02-14,2010,2,14,Pakistan,Azad Kashmir,Rawalakot,Drone Strike,Foreign Nationals,Al-Qaeda,7,14,21,Yes,Minor,"Drone Strike targeting foreign nationals in Rawalakot, Azad Kashmir."
PAK-00697,2010-02-17,2010,2,17,Pakistan,Khyber Pakhtunkhwa,Kohat,Bombing,Journalists,BLA,15,22,37,Yes,Unknown,"Bombing targeting journalists in Kohat, Khyber Pakhtunkhwa."
PAK-00657,2010-02-19,2010,2,19,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Assassination,Military/Security Forces,Lashkar-e-Jhangvi,1,4,5,Yes,Minor,"Assassination targeting military/security forces in Dera Ismail Khan, Khyber Pakhtunkhwa."
PAK-00672,2010-02-26,2010,2,26,Pakistan,FATA/Tribal Areas,Bajaur,Assassination,Police,TTP,3,2,5,No,Major,"Assassination targeting police in Bajaur, FATA/Tribal Areas."
PAK-00633,2010-02-27,2010,2,27,Pakistan,Balochistan,Kalat,Assassination,School,BRAS,3,0,3,Yes,Unknown,"Assassination targeting school in Kalat, Balochistan."
PAK-00636,2010-03-01,2010,3,1,Pakistan,Punjab,Faisalabad,Sectarian Violence,Foreign Nationals,TTP,43,67,110,Yes,Major,"Sectarian Violence targeting foreign nationals in Faisalabad, Punjab."
PAK-00685,2010-03-04,2010,3,4,Pakistan,Khyber Pakhtunkhwa,Bannu,Grenade Attack,Ethnic Group,Unknown,8,16,24,Yes,Unknown,"Grenade Attack targeting ethnic group in Bannu, Khyber Pakhtunkhwa."
PAK-00694,2010-03-04,2010,3,4,Pakistan,Sindh,Hyderabad,Grenade Attack,Ethnic Group,Lashkar-e-Jhangvi,8,9,17,No,Major,"Grenade Attack targeting ethnic group in Hyderabad, Sindh."
PAK-00679,2010-03-12,2010,3,12,Pakistan,FATA/Tribal Areas,Kurram,Drone Strike,Military/Security Forces,Unknown,15,49,64,No,Major,"Drone Strike targeting military/security forces in Kurram, FATA/Tribal Areas."
PAK-00662,2010-03-15,2010,3,15,Pakistan,Khyber Pakhtunkhwa,Dir,Rocket Attack,Judges/Lawyers,Unknown,2,3,5,Yes,Unknown,"Rocket Attack targeting judges/lawyers in Dir, Khyber Pakhtunkhwa."
PAK-00670,2010-03-16,2010,3,16,Pakistan,FATA/Tribal Areas,South Waziristan,Military Operation,Paramilitary,TTP,59,111,170,Yes,Unknown,"Military Operation targeting paramilitary in South Waziristan, FATA/Tribal Areas."
PAK-00692,2010-03-24,2010,3,24,Pakistan,FATA/Tribal Areas,Kurram,Rocket Attack,Political Party,Lashkar-e-Jhangvi,10,9,19,Yes,None,"Rocket Attack targeting political party in Kurram, FATA/Tribal Areas."
PAK-00652,2010-04-01,2010,4,1,Pakistan,Sindh,Mirpur Khas,Mortar Attack,Government Officials,Unknown,4,6,10,Yes,Major,"Mortar Attack targeting government officials in Mirpur Khas, Sindh."
PAK-00643,2010-04-05,2010,4,5,Pakistan,Khyber Pakhtunkhwa,Mardan,IED,Religious Minority,Punjabi Taliban,19,51,70,No,Minor,"IED targeting religious minority in Mardan, Khyber Pakhtunkhwa."
PAK-00665,2010-04-10,2010,4,10,Pakistan,Sindh,Mirpur Khas,Militant Attack,Ethnic Group,BLA,19,3,22,Yes,Minor,"Militant Attack targeting ethnic group in Mirpur Khas, Sindh."
PAK-00671,2010-04-10,2010,4,10,Pakistan,Punjab,Faisalabad,Ethnic Violence,Foreign Nationals,Lashkar-e-Jhangvi,30,92,122,Yes,Moderate,"Ethnic Violence targeting foreign nationals in Faisalabad, Punjab."
PAK-00658,2010-04-14,2010,4,14,Pakistan,Khyber Pakhtunkhwa,Mardan,Armed Assault,Paramilitary,BLA,3,12,15,Yes,Major,"Armed Assault targeting paramilitary in Mardan, Khyber Pakhtunkhwa."
PAK-00675,2010-04-24,2010,4,24,Pakistan,Khyber Pakhtunkhwa,Mingora,Militant Attack,Market/Bazaar,Haqqani Network,29,74,103,No,Unknown,"Militant Attack targeting market/bazaar in Mingora, Khyber Pakhtunkhwa."
PAK-00647,2010-05-13,2010,5,13,Pakistan,Khyber Pakhtunkhwa,Swat,Political Violence,Mosque/Shrine,Al-Qaeda,15,28,43,Yes,None,"Political Violence targeting mosque/shrine in Swat, Khyber Pakhtunkhwa."
PAK-00639,2010-05-17,2010,5,17,Pakistan,Khyber Pakhtunkhwa,Mardan,Grenade Attack,Judges/Lawyers,BRAS,5,8,13,Yes,Moderate,"Grenade Attack targeting judges/lawyers in Mardan, Khyber Pakhtunkhwa."
PAK-00691,2010-05-26,2010,5,26,Pakistan,FATA/Tribal Areas,Mohmand,Grenade Attack,Hospital,TTP,2,5,7,Yes,Minor,"Grenade Attack targeting hospital in Mohmand, FATA/Tribal Areas."
PAK-00690,2010-06-06,2010,6,6,Pakistan,Balochistan,Loralai,Drone Strike,Ethnic Group,BRAS,19,8,27,Yes,Moderate,"Drone Strike targeting ethnic group in Loralai, Balochistan."
PAK-00668,2010-06-16,2010,6,16,Pakistan,Islamabad Capital Territory,Islamabad,IED,Market/Bazaar,Unknown,19,37,56,Yes,Moderate,"IED targeting market/bazaar in Islamabad, Islamabad Capital Territory."
PAK-00645,2010-06-20,2010,6,20,Pakistan,Balochistan,Khuzdar,IED,School,TTP,13,24,37,No,Moderate,"IED targeting school in Khuzdar, Balochistan."
PAK-00659,2010-06-21,2010,6,21,Pakistan,Balochistan,Turbat,Assassination,Infrastructure,BLA,1,2,3,Yes,Moderate,"Assassination targeting infrastructure in Turbat, Balochistan."
PAK-00689,2010-06-21,2010,6,21,Pakistan,Balochistan,Gwadar,IED,Military/Security Forces,BLA,17,41,58,Yes,Moderate,"IED targeting military/security forces in Gwadar, Balochistan."
PAK-00641,2010-06-29,2010,6,29,Pakistan,Khyber Pakhtunkhwa,Peshawar,Political Violence,Civilians,Al-Qaeda,11,28,39,Yes,Moderate,"Political Violence targeting civilians in Peshawar, Khyber Pakhtunkhwa."
PAK-00666,2010-07-06,2010,7,6,Pakistan,Islamabad Capital Territory,Islamabad,Kidnapping,Political Party,TTP,0,5,5,Yes,Major,"Kidnapping targeting political party in Islamabad, Islamabad Capital Territory."
PAK-00638,2010-07-15,2010,7,15,Pakistan,FATA/Tribal Areas,Khyber,Political Violence,Military/Security Forces,BRAS,15,28,43,Yes,Unknown,"Political Violence targeting military/security forces in Khyber, FATA/Tribal Areas."
PAK-00680,2010-07-17,2010,7,17,Pakistan,FATA/Tribal Areas,Orakzai,Grenade Attack,Ethnic Group,TTP,10,4,14,No,Moderate,"Grenade Attack targeting ethnic group in Orakzai, FATA/Tribal Areas."
PAK-00635,2010-07-31,2010,7,31,Pakistan,Khyber Pakhtunkhwa,Bannu,IED,Religious Minority,Lashkar-e-Jhangvi,16,48,64,Yes,Minor,"IED targeting religious minority in Bannu, Khyber Pakhtunkhwa."
PAK-00669,2010-07-31,2010,7,31,Pakistan,FATA/Tribal Areas,Orakzai,Armed Assault,Infrastructure,BLA,4,7,11,No,Major,"Armed Assault targeting infrastructure in Orakzai, FATA/Tribal Areas."
PAK-00688,2010-08-04,2010,8,4,Pakistan,Gilgit-Baltistan,Gilgit,Rocket Attack,Judges/Lawyers,Lashkar-e-Jhangvi,7,11,18,Yes,None,"Rocket Attack targeting judges/lawyers in Gilgit, Gilgit-Baltistan."
PAK-00644,2010-08-07,2010,8,7,Pakistan,Balochistan,Kalat,Drone Strike,Government Officials,Unknown,30,35,65,Yes,Moderate,"Drone Strike targeting government officials in Kalat, Balochistan."
PAK-00660,2010-08-13,2010,8,13,Pakistan,FATA/Tribal Areas,Orakzai,Political Violence,Political Party,Haqqani Network,9,10,19,Yes,Unknown,"Political Violence targeting political party in Orakzai, FATA/Tribal Areas."
PAK-00682,2010-08-27,2010,8,27,Pakistan,Khyber Pakhtunkhwa,Charsadda,Grenade Attack,Police,Al-Qaeda,6,11,17,Yes,Moderate,"Grenade Attack targeting police in Charsadda, Khyber Pakhtunkhwa."
PAK-00674,2010-08-31,2010,8,31,Pakistan,Azad Kashmir,Mirpur,IED,Judges/Lawyers,Unknown,7,18,25,Yes,Moderate,"IED targeting judges/lawyers in Mirpur, Azad Kashmir."
PAK-00634,2010-09-06,2010,9,6,Pakistan,FATA/Tribal Areas,Kurram,Drone Strike,Foreign Nationals,Lashkar-e-Jhangvi,9,15,24,Yes,Unknown,"Drone Strike targeting foreign nationals in Kurram, FATA/Tribal Areas."
PAK-00656,2010-09-08,2010,9,8,Pakistan,Gilgit-Baltistan,Hunza,Assassination,Market/Bazaar,Al-Qaeda,1,2,3,Yes,Major,"Assassination targeting market/bazaar in Hunza, Gilgit-Baltistan."
PAK-00687,2010-09-12,2010,9,12,Pakistan,Balochistan,Turbat,Armed Assault,Political Party,BRAS,4,4,8,Yes,Minor,"Armed Assault targeting political party in Turbat, Balochistan."
PAK-00663,2010-09-13,2010,9,13,Pakistan,Punjab,Jhang,Militant Attack,Political Party,TTP,40,23,63,Yes,None,"Militant Attack targeting political party in Jhang, Punjab."
PAK-00676,2010-09-16,2010,9,16,Pakistan,FATA/Tribal Areas,Khyber,Bombing,Judges/Lawyers,TTP,2,7,9,Yes,Unknown,"Bombing targeting judges/lawyers in Khyber, FATA/Tribal Areas."
PAK-00695,2010-09-17,2010,9,17,Pakistan,Islamabad Capital Territory,Islamabad,Drone Strike,Infrastructure,Lashkar-e-Jhangvi,1,8,9,Yes,Moderate,"Drone Strike targeting infrastructure in Islamabad, Islamabad Capital Territory."
PAK-00649,2010-09-21,2010,9,21,Pakistan,Sindh,Sukkur,Assassination,Infrastructure,Punjabi Taliban,5,0,5,Yes,Major,"Assassination targeting infrastructure in Sukkur, Sindh."
PAK-00664,2010-09-29,2010,9,29,Pakistan,Balochistan,Mastung,Political Violence,Military/Security Forces,BLA,4,3,7,No,Unknown,"Political Violence targeting military/security forces in Mastung, Balochistan."
PAK-00667,2010-10-03,2010,10,3,Pakistan,Balochistan,Mastung,Drone Strike,Police,Al-Qaeda,24,6,30,Yes,None,"Drone Strike targeting police in Mastung, Balochistan."
PAK-00698,2010-10-03,2010,10,3,Pakistan,FATA/Tribal Areas,Khyber,Militant Attack,School,BLA,3,1,4,Yes,None,"Militant Attack targeting school in Khyber, FATA/Tribal Areas."
PAK-00683,2010-10-04,2010,10,4,Pakistan,Sindh,Hyderabad,IED,Mosque/Shrine,Lashkar-e-Jhangvi,11,15,26,Yes,Major,"IED targeting mosque/shrine in Hyderabad, Sindh."
PAK-00640,2010-10-08,2010,10,8,Pakistan,Sindh,Larkana,Militant Attack,Mosque/Shrine,Haqqani Network,13,20,33,Yes,None,"Militant Attack targeting mosque/shrine in Larkana, Sindh."
PAK-00677,2010-10-13,2010,10,13,Pakistan,Sindh,Larkana,Armed Assault,Ethnic Group,Unknown,8,2,10,Yes,Major,"Armed Assault targeting ethnic group in Larkana, Sindh."
PAK-00693,2010-10-15,2010,10,15,Pakistan,Balochistan,Khuzdar,Drone Strike,School,Haqqani Network,6,6,12,Yes,Moderate,"Drone Strike targeting school in Khuzdar, Balochistan."
PAK-00646,2010-11-09,2010,11,9,Pakistan,Balochistan,Khuzdar,Drone Strike,Government Officials,Unknown,30,25,55,Yes,Major,"Drone Strike targeting government officials in Khuzdar, Balochistan."
PAK-00673,2010-11-10,2010,11,10,Pakistan,Punjab,Faisalabad,Mortar Attack,Market/Bazaar,BRAS,2,10,12,No,Unknown,"Mortar Attack targeting market/bazaar in Faisalabad, Punjab."
PAK-00651,2010-11-20,2010,11,20,Pakistan,Khyber Pakhtunkhwa,Dir,Grenade Attack,Infrastructure,BRAS,6,1,7,No,None,"Grenade Attack targeting infrastructure in Dir, Khyber Pakhtunkhwa."
