new_id,source,date,year,month,day,country,region,city,attack_type,target_type,perpetrator_group,killed,wounded,total_casualties,attack_success,property_damage,notes
INC-00915,PAK,4/24/2010,2010,4,24,Pakistan,Khyber Pakhtunkhwa,Mingora,Militant Attack,Market/Bazaar,Haqqani Network,29,74,103,No,Unknown,"Militant Attack targeting market/bazaar in Mingora, Khyber Pakhtunkhwa."
INC-00916,ATK,4/28/2010,2010,4,28,Pakistan,KPK,Peshawar,Suicide bombing,Police,Unknown,5,14,19,Yes,Unknown,Detailed blast record from attacks.csv (S# 261). Location: Pir Bala Police Check post Category: Police Target: Police
INC-00917,ATK,5/1/2010,2010,5,1,Pakistan,KPK,Swat,Suicide bombing,Civilian,Unknown,7,16,23,Yes,Unknown,Detailed blast record from attacks.csv (S# 262). Location: Sohrab Khan Market town Mingora Category: Market Target: Civilian
INC-00918,ATK,5/2/2010,2010,5,2,Pakistan,FATA,Bajaur Agency,Suicide bombing,Military,Unknown,0,0,0,Yes,Unknown,Detailed blast record from attacks.csv (S# 263). Location: Bilalabad area near Khar town Category: Military Target: Military
INC-00919,PAK,5/13/2010,2010,5,13,Pakistan,Khyber Pakhtunkhwa,Swat,Political Violence,Mosque/Shrine,Al-Qaeda,15,28,43,Yes,,"Political Violence targeting mosque/shrine in Swat, Khyber Pakhtunkhwa."
INC-00920,PAK,5/17/2010,2010,5,17,Pakistan,Khyber Pakhtunkhwa,Mardan,Grenade Attack,Judges/Lawyers,BRAS,5,8,13,Yes,Moderate,"Grenade Attack targeting judges/lawyers in Mardan, Khyber Pakhtunkhwa."
INC-00921,PAK,5/26/2010,2010,5,26,Pakistan,FATA/Tribal Areas,Mohmand,Grenade Attack,Hospital,TTP,2,5,7,Yes,Minor,"Grenade Attack targeting hospital in Mohmand, FATA/Tribal Areas."
INC-00922,ATK,5/28/2010,2010,5,28,Pakistan,Punjab,Lahore,Suicide bombing,Civilian,Unknown,95,200,295,Yes,Unknown,Detailed blast record from attacks.csv (S# 264). Location: Model Town and garhi shahu  lahore Category: Religious Target: Civilian Sect: Ahmedi
INC-00923,PAK,6/6/2010,2010,6,6,Pakistan,Balochistan,Loralai,Drone Strike,Ethnic Group,BRAS,19,8,27,Yes,Moderate,"Drone Strike targeting ethnic group in Loralai, Balochistan."
INC-00924,PAK,6/16/2010,2010,6,16,Pakistan,Islamabad Capital Territory,Islamabad,IED,Market/Bazaar,Unknown,19,37,56,Yes,Moderate,"IED targeting market/bazaar in Islamabad, Islamabad Capital Territory."
INC-00925,PAK,6/20/2010,2010,6,20,Pakistan,Balochistan,Khuzdar,IED,School,TTP,13,24,37,No,Moderate,"IED targeting school in Khuzdar, Balochistan."
INC-00926,PAK,6/21/2010,2010,6,21,Pakistan,Balochistan,Turbat,Assassination,Infrastructure,BLA,1,2,3,Yes,Moderate,"Assassination targeting infrastructure in Turbat, Balochistan."
INC-00927,PAK,6/21/2010,2010,6,21,Pakistan,Balochistan,Gwadar,IED,Military/Security Forces,BLA,17,41,58,Yes,Moderate,"IED targeting military/security forces in Gwadar, Balochistan."
INC-00928,PAK,6/29/2010,2010,6,29,Pakistan,Khyber Pakhtunkhwa,Peshawar,Political Violence,Civilians,Al-Qaeda,11,28,39,Yes,Moderate,"Political Violence targeting civilians in Peshawar, Khyber Pakhtunkhwa."
INC-00929,ATK,7/1/2010,2010,7,1,Pakistan,Punjab,Lahore,Suicide bombing,Civilian,Unknown,42,175,217,Yes,Unknown,Detailed blast record from attacks.csv (S# 265). Location: Data Darbar-Lahore Category: Religious Target: Civilian
INC-00930,PAK,7/6/2010,2010,7,6,Pakistan,Islamabad Capital Territory,Islamabad,Kidnapping,Political Party,TTP,0,5,5,Yes,Major,"Kidnapping targeting political party in Islamabad, Islamabad Capital Territory."
INC-00931,ATK,7/9/2010,2010,7,9,Pakistan,FATA,Mohmand Agency,Suicide bombing,Government Official,Unknown,80,110,190,Yes,Unknown,"Detailed blast record from attacks.csv (S# 266). Location: Yakka Ghund Tehsil
of Mohmand Agency Category: Park/Ground Target: Government Official"
INC-00932,ATK,7/12/2010,2010,7,12,Pakistan,KPK,Kohat,Suicide bombing,Government Official,Unknown,0,0,0,Yes,Unknown,Detailed blast record from attacks.csv (S# 267). Location: outside the guest house of a pro-Government tribal elder-Malik Swab Khan-in Kohat District Category: Government Target: Government Official
INC-00933,PAK,7/15/2010,2010,7,15,Pakistan,FATA/Tribal Areas,Khyber,Political Violence,Military/Security Forces,BRAS,15,28,43,Yes,Unknown,"Political Violence targeting military/security forces in Khyber, FATA/Tribal Areas."
INC-00934,PAK,7/17/2010,2010,7,17,Pakistan,FATA/Tribal Areas,Orakzai,Grenade Attack,Ethnic Group,TTP,10,4,14,No,Moderate,"Grenade Attack targeting ethnic group in Orakzai, FATA/Tribal Areas."
INC-00935,ATK,7/18/2010,2010,7,18,Pakistan,Punjab,Sargodha,Suicide bombing,Religious,Unknown,4,26,30,Yes,Unknown,Detailed blast record from attacks.csv (S# 268). Location: Dar-ul-uloom muhamdia imambargh Category: Religious Target: Religious Sect: Shiite
INC-00936,ATK,7/26/2010,2010,7,26,Pakistan,KPK,Nowshehra,Suicide bombing,Government Official,Unknown,8,25,33,Yes,Unknown,"Detailed blast record from attacks.csv (S# 269). Location: Nowshera near
Provincial Info Ministr house Category: Residence Target: Government Official Sect: Sunni"
INC-00937,PAK,7/31/2010,2010,7,31,Pakistan,Khyber Pakhtunkhwa,Bannu,IED,Religious Minority,Lashkar-e-Jhangvi,16,48,64,Yes,Minor,"IED targeting religious minority in Bannu, Khyber Pakhtunkhwa."
INC-00938,PAK,7/31/2010,2010,7,31,Pakistan,FATA/Tribal Areas,Orakzai,Armed Assault,Infrastructure,BLA,4,7,11,No,Major,"Armed Assault targeting infrastructure in Orakzai, FATA/Tribal Areas."
INC-00939,ATK,8/4/2010,2010,8,4,Pakistan,KPK,Peshawar,Suicide bombing,Military,Unknown,4,14,18,Yes,Unknown,Detailed blast record from attacks.csv (S# 270). Location: FC chowk near Dean's trade center Category: Mobile Target: Military Context: NA
INC-00940,PAK,8/4/2010,2010,8,4,Pakistan,Gilgit-Baltistan,Gilgit,Rocket Attack,Judges/Lawyers,Lashkar-e-Jhangvi,7,11,18,Yes,,"Rocket Attack targeting judges/lawyers in Gilgit, Gilgit-Baltistan."
INC-00941,PAK,8/7/2010,2010,8,7,Pakistan,Balochistan,Kalat,Drone Strike,Government Officials,Unknown,30,35,65,Yes,Moderate,"Drone Strike targeting government officials in Kalat, Balochistan."
INC-00942,PAK,8/13/2010,2010,8,13,Pakistan,FATA/Tribal Areas,Orakzai,Political Violence,Political Party,Haqqani Network,9,10,19,Yes,Unknown,"Political Violence targeting political party in Orakzai, FATA/Tribal Areas."
INC-00943,ATK,8/23/2010,2010,8,23,Pakistan,FATA,South waziristan,Suicide bombing,Anti-Militants,Unknown,30,40,70,Yes,Unknown,Detailed blast record from attacks.csv (S# 271). Location: Wana-mosque Category: Religious Target: Anti-Militants Sect: Sunni Context: Pro-Government cleric
INC-00944,PAK,8/27/2010,2010,8,27,Pakistan,Khyber Pakhtunkhwa,Charsadda,Grenade Attack,Police,Al-Qaeda,6,11,17,Yes,Moderate,"Grenade Attack targeting police in Charsadda, Khyber Pakhtunkhwa."
INC-00945,PAK,8/31/2010,2010,8,31,Pakistan,Azad Kashmir,Mirpur,IED,Judges/Lawyers,Unknown,7,18,25,Yes,Moderate,"IED targeting judges/lawyers in Mirpur, Azad Kashmir."
INC-00946,ATK,9/1/2010,2010,9,1,Pakistan,Punjab,Lahore,Suicide bombing,Religious,Unknown,43,243,286,Yes,Unknown,Detailed blast record from attacks.csv (S# 272). Location: 1)First blast lower mal gate 2)Ghaznavi street urdu bazar 3) Bhati Chowk Category: Park/Ground Target: Religious Sect: Shiite Context: Yaum-e-Ali
INC-00947,ATK,9/3/2010,2010,9,3,Pakistan,Baluchistan,Quetta,Suicide bombing,Civilian,Unknown,62,200,262,Yes,Unknown,Detailed blast record from attacks.csv (S# 273). Location: Mizan chowk Quetta Category: Park/Ground Target: Civilian Context: Al-Quds Rally organized by Imamia stdents organization
INC-00948,ATK,9/3/2010,2010,9,3,Pakistan,KPK,Mardan,Suicide bombing,Religious,Unknown,1,4,5,Yes,Unknown,Detailed blast record from attacks.csv (S# 274). Location: worship place of the Ahmedis in Muslimabad area Category: Religious Target: Religious
INC-00949,ATK,9/6/2010,2010,9,6,Pakistan,KPK,lakki marwat,Suicide bombing,Police,Unknown,19,57,76,Yes,Unknown,Detailed blast record from attacks.csv (S# 275). Location: lakki marwat Police Station Category: Police Target: Police
INC-00950,PAK,9/6/2010,2010,9,6,Pakistan,FATA/Tribal Areas,Kurram,Drone Strike,Foreign Nationals,Lashkar-e-Jhangvi,9,15,24,Yes,Unknown,"Drone Strike targeting foreign nationals in Kurram, FATA/Tribal Areas."
INC-00951,PAK,9/8/2010,2010,9,8,Pakistan,Gilgit-Baltistan,Hunza,Assassination,Market/Bazaar,Al-Qaeda,1,2,3,Yes,Major,"Assassination targeting market/bazaar in Hunza, Gilgit-Baltistan."
INC-00952,ATK,9/9/2010,2010,9,9,Pakistan,Baluchistan,Quetta,Suicide bombing,Government Official,Unknown,5,6,11,Yes,Unknown,"Detailed blast record from attacks.csv (S# 276). Location: Raily Housing Society
Near Finance Minnister
House Quetta Category: Residence Target: Government Official"
INC-00953,PAK,9/12/2010,2010,9,12,Pakistan,Balochistan,Turbat,Armed Assault,Political Party,BRAS,4,4,8,Yes,Minor,"Armed Assault targeting political party in Turbat, Balochistan."
INC-00954,PAK,9/13/2010,2010,9,13,Pakistan,Punjab,Jhang,Militant Attack,Political Party,TTP,40,23,63,Yes,,"Militant Attack targeting political party in Jhang, Punjab."
INC-00955,PAK,9/16/2010,2010,9,16,Pakistan,FATA/Tribal Areas,Khyber,Bombing,Judges/Lawyers,TTP,2,7,9,Yes,Unknown,"Bombing targeting judges/lawyers in Khyber, FATA/Tribal Areas."
INC-00956,PAK,9/17/2010,2010,9,17,Pakistan,Islamabad Capital Territory,Islamabad,Drone Strike,Infrastructure,Lashkar-e-Jhangvi,1,8,9,Yes,Moderate,"Drone Strike targeting infrastructure in Islamabad, Islamabad Capital Territory."
INC-00957,PAK,9/21/2010,2010,9,21,Pakistan,Sindh,Sukkur,Assassination,Infrastructure,Punjabi Taliban,5,0,5,Yes,Major,"Assassination targeting infrastructure in Sukkur, Sindh."
INC-00958,PAK,9/29/2010,2010,9,29,Pakistan,Balochistan,Mastung,Political Violence,Military/Security Forces,BLA,4,3,7,No,Unknown,"Political Violence targeting military/security forces in Mastung, Balochistan."
INC-00959,PAK,10/3/2010,2010,10,3,Pakistan,Balochistan,Mastung,Drone Strike,Police,Al-Qaeda,24,6,30,Yes,,"Drone Strike targeting police in Mastung, Balochistan."
INC-00960,PAK,10/3/2010,2010,10,3,Pakistan,FATA/Tribal Areas,Khyber,Militant Attack,School,BLA,3,1,4,Yes,,"Militant Attack targeting school in Khyber, FATA/Tribal Areas."
INC-00961,PAK,10/4/2010,2010,10,4,Pakistan,Sindh,Hyderabad,IED,Mosque/Shrine,Lashkar-e-Jhangvi,11,15,26,Yes,Major,"IED targeting mosque/shrine in Hyderabad, Sindh."
INC-00962,ATK,10/7/2010,2010,10,7,Pakistan,Sindh,Karachi,Suicide bombing,Religious,Unknown,10,77,87,Yes,Unknown,Detailed blast record from attacks.csv (S# 277). Location: Shrine of Abdullah shah ghazi in Clifton Category: Religious Target: Religious Sect: Sunni Context: Attendess at shrine
INC-00963,PAK,10/8/2010,2010,10,8,Pakistan,Sindh,Larkana,Militant Attack,Mosque/Shrine,Haqqani Network,13,20,33,Yes,,"Militant Attack targeting mosque/shrine in Larkana, Sindh."
INC-00964,PAK,10/13/2010,2010,10,13,Pakistan,Sindh,Larkana,Armed Assault,Ethnic Group,Unknown,8,2,10,Yes,Major,"Armed Assault targeting ethnic group in Larkana, Sindh."
INC-00965,PAK,10/15/2010,2010,10,15,Pakistan,Balochistan,Khuzdar,Drone Strike,School,Haqqani Network,6,6,12,Yes,Moderate,"Drone Strike targeting school in Khuzdar, Balochistan."
INC-00966,ATK,10/18/2010,2010,10,18,Pakistan,KPK,Lakki marwat,Suicide bombing,civilian,Unknown,0,14,14,Yes,Unknown,Detailed blast record from attacks.csv (S# 278). Location: jabukhel village Category: Park/Ground Target: civilian Context: police tried to stop the car but the driver exploded the car in residential area
INC-00967,ATK,11/1/2010,2010,11,1,Pakistan,KPK,Swabi,Suicide bombing,Police,Unknown,5,13,18,Yes,Unknown,Detailed blast record from attacks.csv (S# 279). Location: District Shahmanoor Police Lines Swabi Category: Police Target: Police
INC-00968,ATK,11/5/2010,2010,11,5,Pakistan,KPK,Dara Adam khel,Suicide bombing,Religious,Unknown,76,132,208,Yes,Unknown,Detailed blast record from attacks.csv (S# 280). Location: Dara Adam Khel Corwded Mosque Category: Religious Target: Religious Sect: Sunni
INC-00969,PAK,11/9/2010,2010,11,9,Pakistan,Balochistan,Khuzdar,Drone Strike,Government Officials,Unknown,30,25,55,Yes,Major,"Drone Strike targeting government officials in Khuzdar, Balochistan."
INC-00970,PAK,11/10/2010,2010,11,10,Pakistan,Punjab,Faisalabad,Mortar Attack,Market/Bazaar,BRAS,2,10,12,No,Unknown,"Mortar Attack targeting market/bazaar in Faisalabad, Punjab."
INC-00971,ATK,11/11/2010,2010,11,11,Pakistan,Sindh,Karachi,Suicide bombing,Military,Unknown,20,140,160,Yes,Unknown,Detailed blast record from attacks.csv (S# 281). Location: Crime Investigation Department Category: Military Target: Military
INC-00972,ATK,11/11/2010,2010,11,11,Pakistan,AJK,Poonch,Suicide bombing,Military,Unknown,0,2,2,Yes,Unknown,Detailed blast record from attacks.csv (S# 282). Location: Rawalacot Security force vehicle Category: Mobile Target: Military
INC-00973,ATK,11/14/2010,2010,11,14,Pakistan,FATA,South waziristan,Suicide bombing,Anti-Militants,Unknown,1,8,9,Yes,Unknown,Detailed blast record from attacks.csv (S# 283). Location: Shakai village Category: Market Target: Anti-Militants Sect: Sunni
INC-00974,PAK,11/20/2010,2010,11,20,Pakistan,Khyber Pakhtunkhwa,Dir,Grenade Attack,Infrastructure,BRAS,6,1,7,No,,"Grenade Attack targeting infrastructure in Dir, Khyber Pakhtunkhwa."
INC-00975,PAK,11/20/2010,2010,11,20,Pakistan,FATA/Tribal Areas,Bajaur,Ethnic Violence,Civilians,Haqqani Network,32,10,42,Yes,Minor,"Ethnic Violence targeting civilians in Bajaur, FATA/Tribal Areas."
INC-00976,ATK,11/30/2010,2010,11,30,Pakistan,KPK,Bannu,Suicide bombing,Police,Unknown,6,22,28,Yes,Unknown,Detailed blast record from attacks.csv (S# 284). Location: near furniture market-Banu Category: Mobile Target: Police Context: police van crossing the chowk
INC-00977,PAK,12/1/2010,2010,12,1,Pakistan,Khyber Pakhtunkhwa,Dir,Ambush,Ethnic Group,TTP,16,9,25,Yes,,"Ambush targeting ethnic group in Dir, Khyber Pakhtunkhwa."
INC-00978,PAK,12/3/2010,2010,12,3,Pakistan,Balochistan,Gwadar,Suicide Bombing,Military/Security Forces,Al-Qaeda,12,38,50,No,Minor,"Suicide Bombing targeting military/security forces in Gwadar, Balochistan."
INC-00979,ATK,12/6/2010,2010,12,6,Pakistan,Fata,Mohmand Agency,Suicide bombing,Government Official,Unknown,50,100,150,Yes,Unknown,"Detailed blast record from attacks.csv (S# 285). Location: Mohmad Agency-Ghalani area-Political 
Agent office Category: Government Target: Government Official"
INC-00980,ATK,12/7/2010,2010,12,7,Pakistan,Baluchistan,Quetta,Suicide bombing,Government Official,Unknown,0,12,12,Yes,Unknown,Detailed blast record from attacks.csv (S# 286). Location: railway level crossing sryab pattak Category: Transport Target: Government Official Context: Minister Balochistan
INC-00981,ATK,12/8/2010,2010,12,8,Pakistan,KPK,Kohat,Suicide bombing,Civilian,Unknown,20,32,52,Yes,Unknown,Detailed blast record from attacks.csv (S# 287). Location: Kohat Bus stand Category: Transport Target: Civilian
INC-00982,ATK,12/10/2010,2010,12,10,Pakistan,KPK,Hangu,Suicide bombing,civilian,Unknown,17,30,47,Yes,Unknown,Detailed blast record from attacks.csv (S# 288). Location: Pass Killay area-under construction Private Hospital Category: Hospital Target: civilian
INC-00983,PAK,12/15/2010,2010,12,15,Pakistan,FATA/Tribal Areas,Orakzai,Militant Attack,Infrastructure,Haqqani Network,19,32,51,Yes,,"Militant Attack targeting infrastructure in Orakzai, FATA/Tribal Areas."
INC-00984,PAK,12/17/2010,2010,12,17,Pakistan,Gilgit-Baltistan,Gilgit,Rocket Attack,Judges/Lawyers,BRAS,9,13,22,Yes,Moderate,"Rocket Attack targeting judges/lawyers in Gilgit, Gilgit-Baltistan."
INC-00985,PAK,12/19/2010,2010,12,19,Pakistan,Islamabad Capital Territory,Islamabad,Ethnic Violence,Government Officials,BLA,1,6,7,Yes,Major,"Ethnic Violence targeting government officials in Islamabad, Islamabad Capital Territory."
INC-00986,ATK,12/23/2010,2010,12,23,Pakistan,Capital,Islamabad,Suicide bombing,religious,Unknown,1,2,3,Yes,Unknown,Detailed blast record from attacks.csv (S# 289). Location: Entrance to imambargah Category: Religious Target: religious Sect: Sunni
INC-00987,ATK,12/24/2010,2010,12,24,Pakistan,KPK,Peshawar,Suicide bombing,Civilian,Unknown,4,24,28,Yes,Unknown,Detailed blast record from attacks.csv (S# 290). Location: Mall road peshawar Category: Police Target: Civilian Context: Police was not sure about the bmbers target
INC-00988,ATK,12/25/2010,2010,12,25,Pakistan,FATA,Bajaur Agency,Suicide bombing,Police,Unknown,47,105,152,Yes,Unknown,Detailed blast record from attacks.csv (S# 291). Location: WFP office Khar Category: Foreign Target: Police Context: target was police checkpost
INC-00989,ATK,12/27/2010,2010,12,27,Pakistan,AJK,Muzaffarabad,Suicide bombing,religious,Unknown,7,65,72,Yes,Unknown,Detailed blast record from attacks.csv (S# 292). Location: Procession from Neelam Valley Category: Park/Ground Target: religious Sect: Shiite
INC-00990,PAK,12/28/2010,2010,12,28,Pakistan,Sindh,Larkana,Rocket Attack,Paramilitary,BLA,6,21,27,Yes,Moderate,"Rocket Attack targeting paramilitary in Larkana, Sindh."
INC-00991,PAK,1/8/2011,2011,1,8,Pakistan,Sindh,Sukkur,Kidnapping,Market/Bazaar,Al-Qaeda,0,4,4,Yes,Minor,"Kidnapping targeting market/bazaar in Sukkur, Sindh."
INC-00992,PAK,1/9/2011,2011,1,9,Pakistan,Azad Kashmir,Muzaffarabad,Political Violence,Ethnic Group,Al-Qaeda,2,2,4,Yes,Moderate,"Political Violence targeting ethnic group in Muzaffarabad, Azad Kashmir."
INC-00993,ATK,1/12/2011,2011,1,12,Pakistan,KPK,Bannu,Suicide bombing,civilian,Unknown,20,20,40,Yes,Unknown,Detailed blast record from attacks.csv (S# 293). Location: Bannu Police Station Category: Religious Target: civilian Sect: Sunni
INC-00994,PAK,1/15/2011,2011,1,15,Pakistan,Sindh,Hyderabad,Drone Strike,Infrastructure,Lashkar-e-Jhangvi,23,38,61,Yes,,"Drone Strike targeting infrastructure in Hyderabad, Sindh."
INC-00995,PAK,1/15/2011,2011,1,15,Pakistan,Khyber Pakhtunkhwa,Dir,Sectarian Violence,Mosque/Shrine,Lashkar-e-Jhangvi,44,89,133,Yes,Moderate,"Sectarian Violence targeting mosque/shrine in Dir, Khyber Pakhtunkhwa."
INC-00996,PAK,1/15/2011,2011,1,15,Pakistan,Balochistan,Loralai,Ethnic Violence,Foreign Nationals,BRAS,21,7,28,Yes,Minor,"Ethnic Violence targeting foreign nationals in Loralai, Balochistan."
INC-00997,PAK,1/18/2011,2011,1,18,Pakistan,Balochistan,Gwadar,Kidnapping,Ethnic Group,Haqqani Network,2,6,8,Yes,,"Kidnapping targeting ethnic group in Gwadar, Balochistan."
INC-00998,PAK,1/22/2011,2011,1,22,Pakistan,FATA/Tribal Areas,North Waziristan,Kidnapping,Journalists,BRAS,2,7,9,Yes,Moderate,"Kidnapping targeting journalists in North Waziristan, FATA/Tribal Areas."
INC-00999,ATK,1/25/2011,2011,1,25,Pakistan,Punjab,Lahore,Suicide bombing,Religious,Unknown,17,80,97,Yes,Unknown,Detailed blast record from attacks.csv (S# 294). Location: Urdu Bazar intersection on circular road Category: Police Target: Religious Sect: Shiite Context: Hazrat Imam Hussain Chehlum Procession
INC-01000,ATK,1/27/2011,2011,1,27,Pakistan,FATA,Bajaur Agency,Suicide bombing,Military,Unknown,0,0,0,Yes,Unknown,Detailed blast record from attacks.csv (S# 295). Location: Sarameena area of Khar tehsil in the Bajaur Agency Category: Military Target: Military
INC-01001,PAK,1/27/2011,2011,1,27,Pakistan,Khyber Pakhtunkhwa,Bannu,Political Violence,Infrastructure,Unknown,12,1,13,Yes,Minor,"Political Violence targeting infrastructure in Bannu, Khyber Pakhtunkhwa."
INC-01002,ATK,1/31/2011,2011,1,31,Pakistan,KPK,Peshawar,Suicide bombing,Police,Unknown,7,16,23,Yes,Unknown,Detailed blast record from attacks.csv (S# 296). Location: Kohat road Garhi Kamruddin over head bridge Category: Mobile Target: Police Context: Police car
INC-01003,ATK,2/10/2011,2011,2,10,Pakistan,KPK,Mardan,Suicide bombing,Military,Unknown,36,50,86,Yes,Unknown,Detailed blast record from attacks.csv (S# 297). Location: Punjab Regiment Center Category: Military Target: Military
INC-01004,ATK,2/11/2011,2011,2,11,Pakistan,Fata,Mohmand Agency,Suicide bombing,Police,Unknown,1,3,4,Yes,Unknown,Detailed blast record from attacks.csv (S# 298). Location: Dabo Dheri checkpost in Prang Ghar Category: Police Target: Police
INC-01005,ATK,2/12/2011,2011,2,12,Pakistan,KPK,Malakand,Suicide bombing,Military,Unknown,3,0,3,Yes,Unknown,Detailed blast record from attacks.csv (S# 299). Location: Batakhel area Category: Residence Target: Military Context: security forces were trying to arest the bomber
INC-01006,PAK,2/12/2011,2011,2,12,Pakistan,Balochistan,Dera Bugti,Kidnapping,Police,Unknown,0,0,0,Yes,Moderate,"Kidnapping targeting police in Dera Bugti, Balochistan."
INC-01007,ATK,2/19/2011,2011,2,19,Pakistan,KPK,Bannu,Suicide bombing,Police,Unknown,0,4,4,Yes,Unknown,Detailed blast record from attacks.csv (S# 300). Location: police station in bannu Category: Police Target: Police
INC-01008,PAK,2/25/2011,2011,2,25,Pakistan,Khyber Pakhtunkhwa,Mardan,Bombing,Paramilitary,Punjabi Taliban,2,3,5,Yes,Unknown,"Bombing targeting paramilitary in Mardan, Khyber Pakhtunkhwa."
INC-01009,PAK,2/25/2011,2011,2,25,Pakistan,Sindh,Larkana,Ethnic Violence,Paramilitary,BRAS,10,29,39,Yes,Major,"Ethnic Violence targeting paramilitary in Larkana, Sindh."
INC-01010,PAK,2/27/2011,2011,2,27,Pakistan,Khyber Pakhtunkhwa,Mingora,Grenade Attack,Government Officials,Punjabi Taliban,2,3,5,Yes,Unknown,"Grenade Attack targeting government officials in Mingora, Khyber Pakhtunkhwa."
INC-01011,ATK,3/1/2011,2011,3,1,Pakistan,Sindh,Karachi,Suicide bombing,civilian,Unknown,0,0,0,Yes,Unknown,Detailed blast record from attacks.csv (S# 301). Location: near MDA flats along national highway-in Shah Latif Town Category: Park/Ground Target: civilian
INC-01012,ATK,3/3/2011,2011,3,3,Pakistan,KPK,Hangu,Suicide bombing,Police,Unknown,9,36,45,Yes,Unknown,Detailed blast record from attacks.csv (S# 302). Location: spin khawri chowk Category: Mobile Target: Police
INC-01013,PAK,3/4/2011,2011,3,4,Pakistan,Khyber Pakhtunkhwa,Charsadda,Ambush,Paramilitary,Al-Qaeda,8,19,27,Yes,Moderate,"Ambush targeting paramilitary in Charsadda, Khyber Pakhtunkhwa."
INC-01014,PAK,3/8/2011,2011,3,8,Pakistan,FATA/Tribal Areas,North Waziristan,Assassination,Market/Bazaar,BRAS,2,3,5,No,Major,"Assassination targeting market/bazaar in North Waziristan, FATA/Tribal Areas."
INC-01015,ATK,3/9/2011,2011,3,9,Pakistan,KPK,Peshawar,Suicide bombing,Anti-Militants,Unknown,43,52,95,Yes,Unknown,Detailed blast record from attacks.csv (S# 303). Location: Adezai Village-sheikh Neka graveyard Category: Park/Ground Target: Anti-Militants Sect: Sunni
INC-01016,PAK,3/12/2011,2011,3,12,Pakistan,Balochistan,Kalat,Grenade Attack,Civilians,Haqqani Network,2,0,2,Yes,Moderate,"Grenade Attack targeting civilians in Kalat, Balochistan."
INC-01017,PAK,3/16/2011,2011,3,16,Pakistan,Khyber Pakhtunkhwa,Bannu,Bombing,School,Lashkar-e-Jhangvi,19,3,22,Yes,Minor,"Bombing targeting school in Bannu, Khyber Pakhtunkhwa."
INC-01018,PAK,3/19/2011,2011,3,19,Pakistan,Punjab,Lahore,Sectarian Violence,Foreign Nationals,Unknown,11,15,26,Yes,Moderate,"Sectarian Violence targeting foreign nationals in Lahore, Punjab."
INC-01019,PAK,3/20/2011,2011,3,20,Pakistan,Balochistan,Loralai,Drone Strike,Market/Bazaar,TTP,26,0,26,Yes,Major,"Drone Strike targeting market/bazaar in Loralai, Balochistan."
INC-01020,PAK,3/22/2011,2011,3,22,Pakistan,Islamabad Capital Territory,Islamabad,Military Operation,Paramilitary,Unknown,38,109,147,Yes,Major,"Military Operation targeting paramilitary in Islamabad, Islamabad Capital Territory."
INC-01021,ATK,3/24/2011,2011,3,24,Pakistan,KPK,Hangu,Suicide bombing,Police,Unknown,8,30,38,Yes,Unknown,Detailed blast record from attacks.csv (S# 304). Location: Rescue 15 Building adjecent to police station in Thall Category: Police Target: Police
INC-01022,PAK,3/24/2011,2011,3,24,Pakistan,Islamabad Capital Territory,Islamabad,Political Violence,Infrastructure,Punjabi Taliban,15,6,21,Yes,Unknown,"Political Violence targeting infrastructure in Islamabad, Islamabad Capital Territory."
INC-01023,PAK,3/27/2011,2011,3,27,Pakistan,Gilgit-Baltistan,Gilgit,Sectarian Violence,Political Party,Al-Qaeda,40,96,136,Yes,Moderate,"Sectarian Violence targeting political party in Gilgit, Gilgit-Baltistan."
INC-01024,ATK,3/30/2011,2011,3,30,Pakistan,KPK,Swabi,Suicide bombing,Government Official,Unknown,13,23,36,Yes,Unknown,Detailed blast record from attacks.csv (S# 305). Location: Peshawar- Islamabad Motorway-Swabi Interchange Category: Police Target: Government Official
INC-01025,ATK,3/31/2011,2011,3,31,Pakistan,KPK,Charsadda,Suicide bombing,Government Official,Unknown,12,42,54,Yes,Unknown,Detailed blast record from attacks.csv (S# 306). Location: Near DCO office-Nowshehra road Category: Park/Ground Target: Government Official
INC-01026,PAK,3/31/2011,2011,3,31,Pakistan,Balochistan,Pishin,Militant Attack,Judges/Lawyers,BLA,11,6,17,Yes,Moderate,"Militant Attack targeting judges/lawyers in Pishin, Balochistan."
INC-01027,ATK,4/1/2011,2011,4,1,Pakistan,KPK,Dara Adam khel,Suicide bombing,Anti-Militants,Unknown,1,8,9,Yes,Unknown,Detailed blast record from attacks.csv (S# 307). Location: near a mosque in Dara adam khel bazar-khalid market Category: Market Target: Anti-Militants Sect: Sunni Context: peace committee members were present in mosque
INC-01028,ATK,4/3/2011,2011,4,3,Pakistan,KPK,D.G Khan,Suicide bombing,Religious,Unknown,50,114,164,Yes,Unknown,Detailed blast record from attacks.csv (S# 308). Location: sakhi arwar shrine-40 km away from D.G Khan Category: Religious Target: Religious Sect: Sunni Context: Urs ceremony
INC-01029,ATK,4/4/2011,2011,4,4,Pakistan,KPK,Lower Dir,Suicide bombing,Anti-Militants,Unknown,9,30,39,Yes,Unknown,Detailed blast record from attacks.csv (S# 309). Location: Bargain Car market in Munda area of Lower Dir District Category: Market Target: Anti-Militants Sect: Sunni
